id,pmid,doi,url,has_summary_results,days_to_publication,days_to_summary,days_reg_to_start,days_reg_to_compl,days_reg_to_publ,is_c_tgov,recruitment_status,is_multicentric,phase,main_sponsor,intervention_type,completion_date,publication_date,enrollment,masking,allocation,start_date,lead_cities,has_publication,has_german_umc_lead,intovalue,is_dupe,has_pmid,has_trn_abstract,has_trn_ft_pmc,has_trn_ft_pdf,has_trn_secondary_id,has_trn_intovalue,has_trn_any,pmcid,has_pubmed,has_queried_pmcid,has_queried_doi,has_ft_pmc,has_ft_pdf,is_resolved,has_reg_pub_link,reference_type
NCT01276639,26149717,10.1111/bjd.14018,http://onlinelibrary.wiley.com/doi/10.1111/bjd.14018/abstract,TRUE,941,479,48,810,1751,TRUE,Completed,TRUE,Phase 3,Industry,Drug,2013-04-01,2015-10-29,901,Double Blind,Randomized,2011-03-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01280877,27355577,10.1371/journal.pone.0156134,https://www.ncbi.nlm.nih.gov/pubmed/27355577?dopt=abstract,FALSE,1610,NA,-49,378,1988,TRUE,Completed,TRUE,Not given,Other,Device,2012-02-01,2016-06-29,90,"Participant, Outcomes Assessor",Randomized,2010-12-01,Magdeburg,TRUE,TRUE,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC4927182,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,results_reference
NCT01281189,24067398,10.1016/s1474-4422(13)70221-7,https://linkinghub.elsevier.com/retrieve/pii/s1474-4422(13)70221-7,FALSE,326,NA,40,651,977,TRUE,Completed,TRUE,Phase 3,Industry,Drug,2012-11-01,2013-09-23,943,Double Blind,Randomized,2011-03-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01281878,24385516,10.2215/cjn.06820613,https://www.ncbi.nlm.nih.gov/pubmed/24385516,FALSE,488,NA,-50,590,1078,TRUE,Completed,FALSE,Phase 2,Other,Drug,2012-09-01,2014-01-02,12,Open Label,Non-Randomized,2010-12-01,Köln,TRUE,TRUE,1,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,PMC3944765,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,derived
NCT01284062,25567115,10.1136/gutjnl-2014-308337,http://gut.bmj.com/content/64/6/894,TRUE,646,588,35,797,1443,TRUE,Completed,TRUE,Phase 2,Industry,Biological,2013-04-01,2015-01-07,84,Double Blind,Randomized,2011-03-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01285271,23578862,10.1093/bja/aet072,https://academic.oup.com/bja/article-lookup/doi/10.1093/bja/aet072,FALSE,588,NA,97,220,808,TRUE,Completed,FALSE,Phase 3,Other,Drug,2011-09-01,2013-04-11,30,Double Blind,Randomized,2011-05-01,Aachen,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01289964,21843336,10.1186/1472-6882-11-63,https://www.ncbi.nlm.nih.gov/pubmed/21843336,FALSE,622,NA,-579,-426,196,TRUE,Completed,FALSE,Not given,Other,Procedure,2009-12-01,2011-08-15,50,Open Label,Randomized,2009-07-01,Duisburg,TRUE,TRUE,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,PMC3224248,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,results_reference
NCT01294254,25034442,10.1159/000357501,https://www.karger.com/article/fulltext/357501,FALSE,1352,NA,-13,201,1553,TRUE,Completed,TRUE,Phase 2,Industry,Drug,2010-11-01,2014-07-15,24,Single Blind,Randomized,2010-04-01,Greifswald,TRUE,TRUE,1,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,results_reference
NCT01294527,23703364,10.1093/europace/eut124,https://www.ncbi.nlm.nih.gov/pubmed/23703364,FALSE,-1227,NA,-7,2062,835,TRUE,Completed,TRUE,Not given,Industry,Device,2016-10-01,2013-05-23,17,No masking,NA,2011-02-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01295307,26283567,10.1038/leu.2015.226,http://www.nature.com/leu/journal/v30/n2/full/leu2015226a.html?foxtrotcallback=true,FALSE,625,NA,25,1031,1656,TRUE,Completed,TRUE,Phase 2,Other,Drug,2013-12-01,2015-08-18,86,Open Label,NA,2011-03-01,Dresden,TRUE,TRUE,1,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,results_reference
NCT01296997,23510513,10.1186/1475-2891-12-30,https://nutritionj.biomedcentral.com/articles/10.1186/1475-2891-12-30,FALSE,919,NA,-229,-167,752,TRUE,Completed,FALSE,Not given,Other,Dietary Supplement,2010-09-01,2013-03-08,10,Double Blind,Randomized,2010-07-01,Jena,TRUE,TRUE,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,PMC3599792,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01297023,24438153,10.1186/1475-2891-13-6,https://nutritionj.biomedcentral.com/articles/10.1186/1475-2891-13-6,FALSE,992,NA,-45,75,1067,TRUE,Completed,FALSE,Not given,Other,Dietary Supplement,2011-05-01,2014-01-17,60,Double Blind,Randomized,2011-01-01,Jena,TRUE,TRUE,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,PMC3898568,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01297712,23812324,10.1136/gutjnl-2013-304562,http://gut.bmj.com/content/63/3/458.long,FALSE,819,NA,-531,46,865,TRUE,Terminated,FALSE,Not given,Other,Device,2011-04-01,2013-06-28,1069,Open Label,Randomized,2009-09-01,Hamburg,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,results_reference
NCT01299948,26812052,10.1371/journal.pone.0146678,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0146678,FALSE,1365,NA,-1358,438,1803,TRUE,Completed,FALSE,Phase 2,Other,Drug,2012-05-01,2016-01-26,326,Double Blind,Randomized,2007-06-01,Würzburg,TRUE,TRUE,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC4727920,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01302951,22526014,10.1016/j.ijantimicag.2012.01.022,http://www.sciencedirect.com/science/article/pii/s0924857912000854,FALSE,660,NA,-930,-200,460,TRUE,Completed,FALSE,Phase 4,Other,Drug,2010-07-01,2012-04-21,34,Open Label,Non-Randomized,2008-07-01,Homburg,TRUE,TRUE,1,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01303224,27196574,10.1136/gutjnl-2015-310683,http://gut.bmj.com/content/66/8/1403.long,TRUE,1384,193,-145,494,1878,TRUE,Completed,TRUE,Phase 2,Industry,Drug,2012-07-01,2016-04-15,565,Double Blind,Randomized,2010-10-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01304992,23902673,10.1186/1475-2891-12-107,https://nutritionj.biomedcentral.com/articles/10.1186/1475-2891-12-107,FALSE,639,NA,-24,249,888,TRUE,Completed,FALSE,Not given,Other,Dietary Supplement,2011-11-01,2013-08-01,66,Double Blind,Randomized,2011-02-01,Jena,TRUE,TRUE,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,PMC3735452,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01306552,25150368,10.1186/1471-2458-14-871,https://www.ncbi.nlm.nih.gov/pubmed/25150368?dopt=abstract,FALSE,387,NA,-151,884,1271,TRUE,Unknown status,FALSE,Not given,Other,Behavioral,2013-08-01,2014-08-23,3400,Open Label,Randomized,2010-10-01,Berlin,TRUE,TRUE,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,PMC4155099,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01307020,26123824,10.1186/s10194-015-0541-5,https://thejournalofheadacheandpain.springeropen.com/articles/10.1186/s10194-015-0541-5,TRUE,1365,376,-27,215,1580,TRUE,Completed,TRUE,Phase 2,Industry,Drug,2011-10-01,2015-06-27,745,Double Blind,Randomized,2011-02-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC4485659,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01309737,26149717,10.1111/bjd.14018,http://onlinelibrary.wiley.com/doi/10.1111/bjd.14018/abstract,TRUE,941,479,-3,759,1700,TRUE,Completed,TRUE,Phase 3,Industry,Drug,2013-04-01,2015-10-29,960,Double Blind,Randomized,2011-03-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01311245,24981701,10.1111/add.12677,https://www.ncbi.nlm.nih.gov/pubmed/24981701,FALSE,1249,NA,-979,-6,1243,TRUE,Completed,TRUE,Phase 2,Other,Behavioral,2011-03-01,2014-08-01,1243,Single Blind,Randomized,2008-07-01,Greifswald,TRUE,TRUE,1,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,results_reference
NCT01314716,25154045,10.1016/s2213-2600(14)70165-1,http://www.sciencedirect.com/science/article/pii/s2213260014701651?via%3dihub,TRUE,413,249,21,843,1256,TRUE,Completed,TRUE,Phase 3,Industry,Drug,2013-07-01,2014-08-18,274,Double Blind,Randomized,2011-04-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01317290,24229084,10.1186/1476-511x-12-173,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3842671/,FALSE,197,NA,322,777,974,TRUE,Completed,FALSE,Early Phase 1,Other,Dietary Supplement,2013-05-01,2013-11-14,78,Double Blind,Randomized,2012-02-01,Jena,TRUE,TRUE,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC3842671,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01318395,26398851,10.1097/hjh.0000000000000735,https://insights.ovid.com/pubmed?pmid=26398851,FALSE,913,NA,-320,807,1720,TRUE,Completed,TRUE,Phase 3,Other,Drug,2013-06-01,2015-12-01,56,Double Blind,Randomized,2010-05-01,Erlangen,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,results_reference
NCT01319357,24423149,10.1186/1475-2840-13-19,https://cardiab.biomedcentral.com/articles/10.1186/1475-2840-13-19,FALSE,288,NA,-167,746,1034,TRUE,Completed,FALSE,Phase 3,Other,Drug,2013-04-01,2014-01-14,52,Double Blind,Randomized,2010-10-01,Erlangen,TRUE,TRUE,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC3897922,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,results_reference
NCT01321840,27741200,10.1097/aog.0000000000001691,https://www.ncbi.nlm.nih.gov/pubmed/27741200?dopt=abstract,FALSE,1431,NA,-387,619,2050,TRUE,Completed,TRUE,Not given,Other,Procedure,2012-12-01,2016-11-01,60,Single Blind,Randomized,2010-03-01,Jena TU München,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,results_reference
NCT01323270,26803328,10.1093/jpids/piv064,https://www.ncbi.nlm.nih.gov/pubmed/26803328?dopt=abstract,TRUE,1086,658,12,715,1801,TRUE,Completed,TRUE,Phase 2,Industry,Biological,2013-02-01,2016-01-23,753,Single Blind,Randomized,2011-03-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,PMC5407129,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01323556,26877119,NA,NA,FALSE,1400,NA,-367,425,1825,TRUE,Unknown status,FALSE,Phase 2/Phase 3,Other,Behavioral,2012-05-01,2016-03-01,180,Open Label,Randomized,2010-03-01,Greifswald Marburg Münster Würzburg,TRUE,TRUE,1,FALSE,TRUE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01324037,24687068,10.7326/m13-2056,https://www.ncbi.nlm.nih.gov/pubmed/24687068,FALSE,365,NA,-389,738,1103,TRUE,Completed,TRUE,Not given,Other,Other,2013-04-01,2014-04-01,406,Open Label,NA,2010-03-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01325623,26552564,10.1016/j.seizure.2015.08.011,http://www.sciencedirect.com/science/article/pii/s1059131115002186?via%3dihub,TRUE,82,173,-22,1561,1643,TRUE,Completed,TRUE,Not given,Industry,Device,2015-07-01,2015-09-21,31,Open Label,NA,2011-03-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,results_reference
NCT01326520,24559855,10.1016/j.clnu.2014.01.014,https://linkinghub.elsevier.com/retrieve/pii/s0261-5614(14)00039-9,FALSE,851,NA,-27,187,1038,TRUE,Completed,FALSE,Not given,Other,Dietary Supplement,2011-10-01,2014-01-29,39,Double Blind,Randomized,2011-03-01,Jena,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01327430,22836514,10.1007/s00394-012-0427-0,https://link.springer.com/article/10.1007%2fs00394-012-0427-0,FALSE,787,NA,-333,-302,485,TRUE,Completed,FALSE,Not given,Other,Dietary Supplement,2010-06-01,2012-07-27,15,Open Label,NA,2010-05-01,Jena,TRUE,TRUE,1,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01327534,25616919,10.1016/j.jcin.2014.09.007,https://www.ncbi.nlm.nih.gov/pubmed/25616919?dopt=abstract,FALSE,501,NA,33,825,1326,TRUE,Completed,TRUE,Phase 3,Other,Drug,2013-07-01,2014-11-14,63,Double Blind,Randomized,2011-05-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01328210,22647517,10.1186/1741-7015-10-54,https://www.ncbi.nlm.nih.gov/pubmed/22647517,FALSE,1125,NA,-1002,-698,427,TRUE,Completed,FALSE,Phase 1/Phase 2,Other,Procedure,2009-05-01,2012-05-30,64,Open Label,Randomized,2008-07-01,Berlin,TRUE,TRUE,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC3386865,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01328899,24891327,10.1136/thoraxjnl-2014-205221,https://www.ncbi.nlm.nih.gov/pubmed/24891327?dopt=abstract,FALSE,517,NA,-486,641,1158,TRUE,Completed,TRUE,Phase 1/Phase 2,Industry,Device,2013-01-01,2014-06-02,60,Open Label,NA,2009-12-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC4215297,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01330901,24389297,10.1136/annrheumdis-2013-204248,https://www.ncbi.nlm.nih.gov/pubmed/24389297,FALSE,247,NA,179,757,1004,TRUE,Completed,FALSE,Phase 2,Other,Drug,2013-05-01,2014-01-03,22,Open Label,NA,2011-10-01,Berlin,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01337297,24139147,10.1016/j.brs.2013.09.007,https://www.ncbi.nlm.nih.gov/pubmed/24139147?dopt=abstract,TRUE,164,146,48,748,912,TRUE,Completed,FALSE,Phase 1/Phase 2,Other,Device,2013-05-01,2013-10-12,20,Double Blind,Randomized,2011-06-01,NA,TRUE,FALSE,1,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01339026,26317618,10.1371/journal.pone.0135037,https://www.ncbi.nlm.nih.gov/pubmed/26317618?dopt=abstract,FALSE,726,NA,288,866,1592,TRUE,Terminated,FALSE,Phase 4,Other,Drug,2013-09-01,2015-08-28,44,Open Label,Randomized,2012-02-01,Tübingen,TRUE,TRUE,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC4552627,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01343602,26231624,10.1016/s1474-4422(15)00147-7,http://www.sciencedirect.com/science/article/pii/s1474442215001477?via%3dihub,FALSE,787,NA,158,767,1554,TRUE,Completed,FALSE,Not given,Other,Behavioral,2013-06-01,2015-07-28,156,Single Blind,Randomized,2011-10-01,Hamburg,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01352325,24251855,10.1111/famp.12051,http://onlinelibrary.wiley.com/doi/10.1111/famp.12051/full,FALSE,719,NA,-92,211,930,TRUE,Completed,FALSE,Phase 2/Phase 3,Other,Behavioral,2011-12-01,2013-11-19,216,Single Blind,Randomized,2011-02-01,Heidelberg,TRUE,TRUE,1,FALSE,TRUE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01355120,25761109,10.1371/journal.pone.0118564,https://www.ncbi.nlm.nih.gov/pubmed/25761109?dopt=abstract,FALSE,556,NA,276,977,1533,TRUE,Completed,TRUE,Phase 2,Other,Drug,2013-09-01,2015-03-11,171,Open Label,NA,2011-10-01,Duisburg,TRUE,TRUE,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC4356548,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01355835,21287187,NA,NA,FALSE,-546,NA,-101,446,-100,TRUE,Completed,FALSE,Phase 2,Other,Device,2012-08-01,2011-02-02,12,Double Blind,Randomized,2011-02-01,Tübingen,TRUE,TRUE,1,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,reference
NCT01360554,25439691,NA,NA,FALSE,-321,NA,50,1603,1282,TRUE,Completed,TRUE,Phase 3,Industry,Drug,2015-09-01,2014-10-15,877,Double Blind,Randomized,2011-06-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01363479,25724407,NA,NA,TRUE,849,735,32,521,1370,TRUE,Completed,TRUE,Phase 3,Industry,Drug,2012-11-01,2015-02-28,743,Double Blind,Randomized,2011-07-01,NA,TRUE,FALSE,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,PMC4552772,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
NCT01368471,23103033,NA,NA,FALSE,158,NA,104,470,628,TRUE,Completed,TRUE,Phase 4,Industry,Device,2012-06-01,2012-11-06,433,Single Blind,Randomized,2011-06-01,TU München,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01369706,22041947,10.7326/0003-4819-155-9-201111010-00005,https://www.ncbi.nlm.nih.gov/pubmed/22041947?dopt=abstract,TRUE,335,1791,-643,-187,148,TRUE,Completed,TRUE,Not given,Other,Device,2010-12-01,2011-11-01,388,No masking,NA,2009-09-01,TU München,TRUE,TRUE,1,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,results_reference
NCT01370135,23893090,10.1007/s00417-013-2428-y,https://www.ncbi.nlm.nih.gov/pubmed/23893090?dopt=abstract,FALSE,758,NA,-937,35,793,TRUE,Completed,FALSE,Not given,Other,Drug,2011-07-01,2013-07-28,20,Open Label,Non-Randomized,2008-11-01,Lübeck,TRUE,TRUE,1,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01370863,25530111,10.1111/nmo.12484,http://onlinelibrary.wiley.com/doi/10.1111/nmo.12484/abstract,TRUE,964,349,-181,336,1300,TRUE,Terminated,TRUE,Phase 2,Industry,Drug,2012-05-01,2014-12-21,67,Double Blind,Randomized,2010-12-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC4681320,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01375049,25091537,10.1016/j.jcf.2014.06.003,https://www.ncbi.nlm.nih.gov/pubmed/25091537?dopt=abstract,TRUE,457,393,47,686,1143,TRUE,Completed,TRUE,Phase 2,Industry,Drug,2013-05-01,2014-08-01,105,Open Label,NA,2011-08-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01381198,22425637,10.1016/j.gaitpost.2012.02.017,http://www.sciencedirect.com/science/article/pii/s0966636212000689,FALSE,319,NA,-1481,-51,268,TRUE,Completed,FALSE,Not given,Other,Procedure,2011-05-01,2012-03-15,36,Open Label,Randomized,2007-06-01,Heidelberg,TRUE,TRUE,1,FALSE,TRUE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01382030,22152120,10.1186/1471-2407-11-510,https://bmccancer.biomedcentral.com/articles/10.1186/1471-2407-11-510,FALSE,340,NA,-2207,-167,173,TRUE,Completed,FALSE,Phase 2,Other,Drug,2011-01-01,2011-12-07,50,Open Label,Non-Randomized,2005-06-01,Heidelberg,TRUE,TRUE,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC3248452,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01382680,25208030,10.1055/s-0034-1377628,https://www.thieme-connect.com/doi/doi?10.1055/s-0034-1377628,FALSE,344,NA,-264,832,1176,TRUE,Completed,FALSE,Not given,Other,Device,2013-10-01,2014-09-10,222,Open Label,Randomized,2010-10-01,Frankfurt,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01384058,22115011,10.1016/j.atherosclerosis.2011.10.043,http://www.sciencedirect.com/science/article/pii/s0021915011010677?via%3dihub,FALSE,526,NA,-1330,-387,139,TRUE,Completed,TRUE,Phase 4,Other,Drug,2010-06-01,2011-11-09,41,Open Label,Randomized,2007-11-01,Freiburg,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01385202,25125294,10.1016/j.jacc.2014.04.072,https://www.ncbi.nlm.nih.gov/pubmed/25125294?dopt=abstract,TRUE,475,595,-26,674,1149,TRUE,Completed,TRUE,Phase 3,Industry,Device,2013-05-01,2014-08-19,172,Open Label,NA,2011-06-01,Leipzig,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01387711,27612149,10.1371/journal.pone.0160096,https://www.ncbi.nlm.nih.gov/pubmed/27612149?dopt=abstract,FALSE,1561,NA,31,336,1897,TRUE,Completed,FALSE,Phase 1,Industry,Drug,2012-06-01,2016-09-09,27,Open Label,NA,2011-08-01,Göttingen,TRUE,TRUE,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC5017628,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01389856,27502103,10.1016/j.jpeds.2016.06.078,https://www.ncbi.nlm.nih.gov/pubmed/27502103?dopt=abstract,TRUE,947,432,154,916,1863,TRUE,Terminated,TRUE,Phase 3,Industry,Drug,2014-01-01,2016-08-05,23,Double Blind,Randomized,2011-12-01,NA,TRUE,FALSE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
NCT01394692,21868284,10.1016/s1470-2045(11)70196-6,https://linkinghub.elsevier.com/retrieve/pii/s1470-2045(11)70196-6,TRUE,234,628,-1381,-193,41,TRUE,Completed,FALSE,Not given,Other,Procedure,2011-01-01,2011-08-23,58,Single Blind,Randomized,2007-10-01,Frankfurt,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,results_reference
NCT01398488,24608864,10.1371/journal.pone.0090828,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3946627/,FALSE,310,NA,-4,666,976,TRUE,Completed,FALSE,Phase 2,Other,Behavioral,2013-05-01,2014-03-07,64,Open Label,Randomized,2011-07-01,Hannover,TRUE,TRUE,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,PMC3946627,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,derived
NCT01400022,24696010,10.1001/jamadermatol.2013.7733,https://www.ncbi.nlm.nih.gov/pubmed/24696010,FALSE,485,NA,-354,561,1046,TRUE,Completed,FALSE,Not given,Other,Other,2013-02-01,2014-06-01,30,Open Label,Randomized,2010-08-01,Bochum,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,derived
