id,registry,is_resolved,iv_version,identification_step,is_dupe,iv_completion,iv_status,iv_interventional,has_german_umc_lead,lead_cities,facility_cities,center_size,main_sponsor,study_type,intervention_type,phase,enrollment,recruitment_status,masking,allocation,is_randomized,is_multicentric,is_prospective,has_summary_results,registration_date,start_date,completion_date,completion_year,primary_completion_date,primary_completion_year,summary_results_date_all,summary_results_date,days_cd_to_summary,days_pcd_to_summary,days_reg_to_start,days_reg_to_cd,days_reg_to_pcd,days_cd_to_publication,days_pcd_to_publication,days_reg_to_publication,doi,pmid,url,publication_date,has_publication,has_pmid,has_pubmed,has_ft_pdf,ft_pdf_doi,ft_pdf_pmid,has_iv_trn_abstract,has_iv_trn_secondary_id,has_iv_trn_ft_pdf,has_reg_pub_link,pmid_link,doi_link,reference_derived,n_crossreg_secondary_id,n_crossreg_abstract,n_crossreg_ft_pdf,n_crossreg_reg,crossreg_trn,crossreg_registry,is_not_iv1_dupe,has_doi,summary_results_date_drks,color,issn,journal,publisher,date,color_green_only,can_archive,archiving_locations,inst_repository,versions,submitted_version,accepted_version,published_version,licenses_required,permission_issuer,embargo,date_embargo_elapsed,is_embargo_elapsed,permission_accepted,permission_published
NCT01556529,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Marburg,,small,Other,Interventional,Procedure,,405.0,Completed,None (Open Label),Randomized,True,False,False,False,2012-02-21,2007-06-01,2011-06-01,2011,2011-05-01,2011.0,,,,,-1726.0,-265,-296.0,973.0,1004.0,708.0,10.3109/13685538.2013.879113,24471529.0,https://www.ncbi.nlm.nih.gov/pubmed/?term=Testosterone+and+type+2+diabetes+in+men+AND+Mazur,2014-01-29,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"1368-5538,1473-0790",The Aging Male,Informa UK Limited,2014-01-29,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,[],journal,12.0,2015-01-29,True,True,False
NCT01561248,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Hamburg,,large,Other,Interventional,Drug,,33.0,Completed,None (Open Label),Non-Randomized,False,False,False,False,2012-01-23,2011-05-01,2012-02-01,2012,2011-06-01,2011.0,,,,,-267.0,9,-236.0,817.0,1062.0,826.0,10.1001/jamainternmed.2014.1175,24781800.0,http://jamanetwork.com/journals/jamainternalmedicine/fullarticle/1863921,2014-04-28,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,bronze,2168-6106,JAMA Internal Medicine,American Medical Association (AMA),2014-06-01,bronze,,,,,,,,,,,,,,
NCT01575704,ClinicalTrials.gov,True,1,Dissertation,False,True,True,True,True,Frankfurt,,large,Other,Interventional,Other,,68.0,Completed,None (Open Label),Randomized,True,False,False,False,2012-03-08,2011-01-01,2013-06-01,2013,2013-01-01,2013.0,,,,,-432.0,450,299.0,944.0,1095.0,1394.0,,,http://d-nb.info/1119887003/34,2016-01-01,True,False,,,False,False,,,,,,,,,,,0,,,True,False,,,,,,,,,,,,,,,,,,,,,
NCT01577134,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Berlin,,large,Other,Interventional,Behavioral,,310.0,Completed,None (Open Label),Randomized,True,False,True,False,2012-03-19,2012-04-01,2014-12-01,2014,2013-08-01,2013.0,,,,,13.0,987,500.0,540.0,1027.0,1527.0,10.1080/08870446.2016.1185523,27145328.0,http://www.tandfonline.com/doi/full/10.1080/08870446.2016.1185523?scroll=top&needAccess=true,2016-05-24,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"0887-0446,1476-8321",Psychology & Health,Informa UK Limited,2016-05-24,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,[],journal,12.0,2017-05-24,True,True,False
NCT01581346,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Heidelberg,,large,Other,Interventional,Other,Phase 2,40.0,Completed,None (Open Label),,,False,False,False,2012-04-05,2011-03-01,2011-12-01,2011,2011-10-01,2011.0,,,,,-401.0,-126,-187.0,852.0,913.0,726.0,10.1249/mss.0000000000000158,24042307.0,http://journals.lww.com/acsm-msse/pages/articleviewer.aspx?year=2014&issue=04000&article=00002&type=abstract,2014-04-01,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,0195-9131,Medicine & Science in Sports & Exercise,Ovid Technologies (Wolters Kluwer Health),2014-04-01,closed,True,['institutional repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],publisher,12.0,2015-04-01,True,True,False
NCT01582893,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Berlin,,large,Industry,Interventional,Device,,50.0,Completed,None (Open Label),Randomized,True,True,True,False,2012-04-11,2012-04-01,2013-07-01,2013,2012-10-01,2012.0,,,,,-10.0,446,173.0,879.0,1152.0,1325.0,10.1111/eci.12559,26519693.0,http://onlinelibrary.wiley.com/doi/10.1111/hdi.12494/full,2015-11-27,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,0014-2972,European Journal of Clinical Investigation,Wiley,2015-11-27,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12.0,2016-11-27,True,True,False
NCT01582893,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Halle,,large,Industry,Interventional,Device,,50.0,Completed,None (Open Label),Randomized,True,True,True,False,2012-04-11,2012-04-01,2013-07-01,2013,2012-10-01,2012.0,,,,,-10.0,446,173.0,879.0,1152.0,1325.0,10.1111/eci.12559,26519693.0,http://onlinelibrary.wiley.com/doi/10.1111/hdi.12494/full,2015-11-27,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,0014-2972,European Journal of Clinical Investigation,Wiley,2015-11-27,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12.0,2016-11-27,True,True,False
NCT01587157,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,TU_München,,large,Other,Interventional,Procedure,Phase 3,20.0,Completed,,,,False,False,False,2012-04-23,2010-08-01,2011-08-01,2011,2011-06-01,2011.0,,,,,-631.0,-266,-327.0,792.0,853.0,526.0,10.1155/2013/852454,24106730.0,https://www.ncbi.nlm.nih.gov/pubmed/24106730,2013-10-01,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,gold,0835-7900,Canadian Journal of Gastroenterology,Hindawi Limited,2013-01-01,gold,,,,,,,,,,,,,,
NCT01596777,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Greifswald,,small,Other,Interventional,Drug,Phase 1,15.0,Completed,Triple,Randomized,True,False,False,False,2012-05-07,2010-01-01,2010-05-01,2010,2010-03-01,2010.0,,,,,-857.0,-737,-798.0,1998.0,2059.0,1261.0,10.1002/jcph.624,26313157.0,,2015-10-20,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,1.0,0,,,True,True,,closed,0091-2700,The Journal of Clinical Pharmacology,Wiley,2015-10-20,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12.0,2016-10-20,True,True,False
NCT01601769,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Berlin,,large,Other,Interventional,Device,,300.0,Unknown status,None (Open Label),Randomized,True,False,False,False,2012-05-14,2011-04-01,2012-07-01,2012,2012-07-01,2012.0,,,,,-409.0,48,48.0,544.0,544.0,592.0,10.1007/s00404-013-3134-z,24370959.0,https://link.springer.com/article/10.1007/s00404-013-3134-z,2013-12-27,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"0932-0067,1432-0711",Archives of Gynecology and Obstetrics,Springer Science and Business Media LLC,2013-12-27,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12.0,2014-12-27,True,True,False
NCT01606462,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Bonn,,large,Other,Interventional,Drug,Phase 1,153.0,Completed,Triple,Randomized,True,False,False,False,2012-05-23,2011-06-01,2013-06-01,2013,2013-06-01,2013.0,,,,,-357.0,374,374.0,-228.0,-228.0,146.0,10.1073/pnas.1208852109,23074247.0,https://www.ncbi.nlm.nih.gov/pubmed/?term=Oxytocin+facilitates+protective+responses+to+aversive+social+stimuli+in+males,2012-10-16,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,green,"0027-8424,1091-6490",Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,2012-10-16,bronze,,,,,,,,,,,,,,
NCT01607775,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Mannheim,,small,Other,Interventional,Device,Phase 1/Phase 2,88.0,Completed,None (Open Label),Randomized,True,True,False,False,2012-05-22,2009-02-01,2012-02-01,2012,2012-02-01,2012.0,,,,,-1206.0,-111,-111.0,1051.0,1051.0,940.0,10.1007/s00586-014-3725-9,25524227.0,https://link.springer.com/article/10.1007/s00586-014-3725-9,2014-12-18,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"0940-6719,1432-0932",European Spine Journal,Springer Science and Business Media LLC,2014-12-19,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12.0,2015-12-19,True,True,False
NCT01607970,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Bonn,,large,Other,Interventional,Drug,Phase 1,80.0,Completed,Triple,Randomized,True,False,False,False,2012-05-23,2011-08-01,2012-05-01,2012,2012-05-01,2012.0,,,,,-296.0,-22,-22.0,168.0,168.0,146.0,10.1073/pnas.1208852109,23074247.0,https://www.ncbi.nlm.nih.gov/pubmed/?term=Oxytocin+facilitates+protective+responses+to+aversive+social+stimuli+in+males,2012-10-16,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,green,"0027-8424,1091-6490",Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,2012-10-16,bronze,,,,,,,,,,,,,,
NCT01612754,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Hannover,Dresden,large,Other,Interventional,Behavioral,,16.0,Completed,Single,Non-Randomized,False,False,False,False,2012-06-04,2010-09-01,2012-04-01,2012,2011-11-01,2011.0,,,,,-642.0,-64,-216.0,760.0,912.0,696.0,10.1097/sla.0000000000000253,24394594.0,http://journals.lww.com/annalsofsurgery/Abstract/2014/05000/A_Noise_Reduction_Program_in_a_Pediatric_Operation.28.aspx,2014-05-01,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,0003-4932,Annals of Surgery,Ovid Technologies (Wolters Kluwer Health),2014-05-01,closed,True,['institutional repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],publisher,12.0,2015-05-01,True,True,False
NCT01613287,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Heidelberg,Greifswald Köln,large,Industry,Interventional,Device,,12.0,Completed,None (Open Label),,,True,True,False,2012-05-29,2012-06-01,2013-11-01,2013,2013-08-01,2013.0,,,,,3.0,521,429.0,1373.0,1465.0,1894.0,10.1159/000478744,28787715.0,https://www.ncbi.nlm.nih.gov/pubmed/28787715,2017-08-05,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,hybrid,"0025-7931,1423-0356",Respiration,S. Karger AG,2017-01-01,hybrid,,,,,,,,,,,,,,
NCT01616966,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Rostock,,small,Other,Interventional,Drug,,65.0,Completed,Triple,Randomized,True,False,False,False,2012-06-07,2010-08-01,2011-10-01,2011,2011-10-01,2011.0,,,,,-676.0,-250,-250.0,501.0,501.0,251.0,10.1155/2013/723168,23533393.0,https://www.ncbi.nlm.nih.gov/pubmed/?term=Anesthesia+with+Propofol+versus+Sevoflurane%3A+Does+the+Longer+Neuromuscular+Block+under+Sevoflurane+Anesthesia+Reduce+Laryngeal+Injuries%3F,2013-02-13,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,gold,"1687-6962,1687-6970",Anesthesiology Research and Practice,Hindawi Limited,2013-01-01,gold,,,,,,,,,,,,,,
NCT01626274,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Aachen,,small,Other,Interventional,Device,,8.0,Completed,None (Open Label),,,False,False,False,2012-06-20,2012-01-01,2013-02-01,2013,2013-02-01,2013.0,,,,,-171.0,226,226.0,188.0,188.0,414.0,10.1109/jtehm.2013.2277870,27170855.0,http://ieeexplore.ieee.org/document/6576858/#full-text-section,2013-08-08,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,gold,2168-2372,IEEE Journal of Translational Engineering in Health and Medicine,Institute of Electrical and Electronics Engineers (IEEE),2013-01-01,gold,,,,,,,,,,,,,,
NCT01627457,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Aachen,,small,Other,Interventional,Device,,50.0,Completed,None (Open Label),,,False,False,False,2012-06-21,2011-09-01,2012-02-01,2012,2012-02-01,2012.0,,,,,-294.0,-141,-141.0,488.0,488.0,347.0,10.1177/2047487313493227,23733743.0,,2013-06-03,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"2047-4873,2047-4881",European Journal of Preventive Cardiology,Oxford University Press (OUP),2013-06-03,closed,True,['institutional repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[],publisher,,,,,False
NCT01631799,ClinicalTrials.gov,True,1,Dissertation,False,True,True,True,True,Rostock,,small,Other,Interventional,Device,,80.0,Completed,Single,Randomized,True,False,False,False,2012-06-27,2008-10-01,2011-12-01,2011,2011-09-01,2011.0,,,,,-1365.0,-209,-300.0,1461.0,1552.0,1252.0,,,http://purl.uni-rostock.de/fodb/pub/49779,2015-12-01,True,False,,,False,False,,,,,,,,,,,0,,,True,False,,,,,,,,,,,,,,,,,,,,,
NCT01634958,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Mannheim,,small,Industry,Interventional,Biological,Phase 2,308.0,Completed,Quadruple,Randomized,True,True,True,False,2012-07-03,2012-10-01,2013-06-01,2013,2013-04-01,2013.0,,,,,90.0,333,272.0,-1087.0,-1026.0,-754.0,10.1111/j.1365-2222.2010.03521.x,20642579.0,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2222.2010.03521.x/full,2010-06-10,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,1,2012-000416-28,EudraCT,True,True,,closed,"0954-7894,1365-2222",Clinical & Experimental Allergy,Wiley,2010-04-13,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12.0,2011-04-13,True,True,False
NCT01638793,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Frankfurt,,large,Other,Interventional,Device,,528.0,Completed,Single,Randomized,True,True,False,False,2012-07-11,2012-06-01,2013-09-01,2013,2013-09-01,2013.0,,,,,-40.0,417,417.0,101.0,101.0,518.0,10.1055/s-0033-1359149,24338242.0,,2013-12-11,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"0013-726X,1438-8812",Endoscopy,Georg Thieme Verlag KG,2013-12-11,closed,,,,,,,,,,,,,,
NCT01638832,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Frankfurt,,large,Other,Interventional,Device,,572.0,Unknown status,None (Open Label),,,False,False,False,2012-07-05,2012-06-01,2013-12-01,2013,2013-09-01,2013.0,,,,,-34.0,514,423.0,1425.0,1516.0,1939.0,10.1371/journal.pone.0186720,29073252.0,,2017-10-26,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),2017-10-26,gold,,,,,,,,,,,,,,
NCT01660464,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Köln,,large,Other,Interventional,Behavioral,,50.0,Completed,None (Open Label),,,False,False,False,2012-08-06,2012-01-01,2013-11-01,2013,2013-11-01,2013.0,,,,,-218.0,452,452.0,-240.0,-240.0,212.0,10.1007/s00787-013-0397-7,23463180.0,https://link.springer.com/article/10.1007/s00787-013-0397-7,2013-03-06,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"1018-8827,1435-165X",European Child & Adolescent Psychiatry,Springer Science and Business Media LLC,2013-03-06,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12.0,2014-03-06,True,True,False
NCT01662232,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Berlin,,large,Other,Interventional,Dietary Supplement,,50.0,Completed,None (Open Label),Randomized,True,False,True,False,2012-08-07,2012-08-01,2013-09-01,2013,2013-09-01,2013.0,,,,,-6.0,390,390.0,1360.0,1360.0,1750.0,10.1038/s41598-017-02384-x,28536463.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5442103/,2017-05-23,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,gold,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2017-05-23,gold,,,,,,,,,,,,,,
NCT01663311,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Regensburg,,small,Other,Interventional,Device,,40.0,Completed,Triple,Randomized,True,False,True,False,2012-07-23,2012-07-01,2013-09-01,2013,2013-06-01,2013.0,,,,,-22.0,405,313.0,835.0,927.0,1240.0,10.1038/srep18028,26667790.0,https://www.ncbi.nlm.nih.gov/pubmed/?term=Combined+rTMS+treatment+targeting+the+Anterior+Cingulate+and+the+Temporal+Cortex+for+the+Treatment+of+Chronic+Tinnitus,2015-12-15,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,gold,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2015-12-15,gold,,,,,,,,,,,,,,
NCT01669382,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Erlangen,Giessen,large,Other,Interventional,Device,Phase 3,304.0,Completed,Single,Randomized,True,True,False,False,2012-08-09,2012-01-01,2012-09-01,2012,2012-09-01,2012.0,,,,,-221.0,23,23.0,1015.0,1015.0,1038.0,10.1007/s00059-015-4306-3,26070467.0,,2015-06-13,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"0340-9937,1615-6692",Herz,Springer Science and Business Media LLC,2015-06-13,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12.0,2016-06-13,True,True,False
NCT01669863,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Hannover,,large,Other,Interventional,Device,Phase 1/Phase 2,6.0,Completed,None (Open Label),,,False,True,True,2012-08-15,2012-08-01,2013-04-01,2013,2013-04-01,2013.0,2015-03-17,2015-03-17,715.0,715.0,-14.0,229,229.0,128.0,128.0,357.0,10.1007/s00134-013-3052-3,23921981.0,https://www.ncbi.nlm.nih.gov/pubmed/23921981,2013-08-07,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"0342-4642,1432-1238",Intensive Care Medicine,Springer Science and Business Media LLC,2013-08-07,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12.0,2014-08-07,True,True,False
NCT01676246,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Greifswald,,small,Other,Interventional,Drug,Phase 1,36.0,Completed,None (Open Label),Randomized,True,False,False,False,2012-08-28,2008-05-01,2009-06-01,2009,2009-05-01,2009.0,,,,,-1580.0,-1184,-1215.0,2099.0,2130.0,915.0,10.1111/bcp.12522,25264565.0,,2015-03-01,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,1.0,0,,,True,True,,green,0306-5251,British Journal of Clinical Pharmacology,Wiley,2015-02-20,bronze,,,,,,,,,,,,,,
NCT01692041,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Dresden,,large,Other,Interventional,Drug,Phase 2,30.0,Unknown status,Triple,Randomized,True,False,False,False,2012-05-03,2012-04-01,2013-12-01,2013,2013-12-01,2013.0,,,,,-32.0,577,577.0,188.0,188.0,765.0,10.1016/j.phymed.2014.05.006,24916707.0,http://www.sciencedirect.com/science/article/pii/S094471131400227X?via%3Dihub,2014-06-07,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,hybrid,0944-7113,Phytomedicine,Elsevier BV,2014-09-01,hybrid,,,,,,,,,,,,,,
NCT01693497,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,LMU_München,,large,Other,Interventional,Behavioral,,150.0,Completed,None (Open Label),Randomized,True,False,False,False,2012-09-18,2002-09-01,2012-04-01,2012,2011-09-01,2011.0,,,,,-3670.0,-170,-383.0,1335.0,1548.0,1165.0,10.1159/000440726,26610167.0,https://www.ncbi.nlm.nih.gov/pubmed/26610167?dopt=Abstract,2015-11-27,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,green,"0033-3190,1423-0348",Psychotherapy and Psychosomatics,S. Karger AG,2015-11-27,green,,,,,,,,,,,,,,
NCT01696526,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Halle,,small,Other,Interventional,Other,,53.0,Completed,Double,Randomized,True,False,True,False,2012-09-27,2012-10-01,2012-12-01,2012,2012-12-01,2012.0,,,,,4.0,65,65.0,1012.0,1012.0,1077.0,10.3945/ajcn.114.105395,26354531.0,http://ajcn.nutrition.org/content/102/4/837.full,2015-09-09,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,0.0,0,,,True,True,,green,"0002-9165,1938-3207",The American Journal of Clinical Nutrition,Oxford University Press (OUP),2015-09-09,green,,,,,,,,,,,,,,
NCT01703832,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Duisburg,Marburg,large,Industry,Interventional,Drug,Phase 1/Phase 2,65.0,Completed,None (Open Label),Randomized,True,True,True,True,2012-10-08,2012-10-01,2013-04-01,2013,2013-04-01,2013.0,2014-08-01,2014-08-01,487.0,487.0,-7.0,175,175.0,1011.0,1011.0,1186.0,10.1016/j.lfs.2015.12.058,26772822.0,https://www.ncbi.nlm.nih.gov/pubmed/26772822,2016-01-07,True,True,True,True,True,False,False,False,False,False,False,False,,0.0,0.0,1.0,1,2012-002359-40,EudraCT,True,True,,closed,0024-3205,Life Sciences,Elsevier BV,2016-02-01,closed,True,['institutional repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2017-02-01,True,True,False
NCT01716832,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Berlin,,large,Other,Interventional,Behavioral,,74.0,Completed,None (Open Label),Randomized,True,False,False,False,2012-10-24,2011-03-01,2011-11-01,2011,2011-09-01,2011.0,,,,,-603.0,-358,-419.0,638.0,699.0,280.0,10.1155/2013/489856,23983786.0,https://www.hindawi.com/journals/ecam/2013/489856/abs/,2013-07-31,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,gold,"1741-427X,1741-4288",Evidence-Based Complementary and Alternative Medicine,Hindawi Limited,2013-01-01,gold,,,,,,,,,,,,,,
NCT01726010,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,TU_München,,large,Other,Interventional,Device,,20.0,Unknown status,None (Open Label),,,False,False,False,2012-11-04,2012-09-01,2013-10-01,2013,2013-08-01,2013.0,,,,,-64.0,331,270.0,1247.0,1308.0,1578.0,10.1055/s-0042-119948,28299351.0,https://www.ncbi.nlm.nih.gov/pubmed/28299351,2017-03-01,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,gold,"2364-3722,2196-9736",Endoscopy International Open,Georg Thieme Verlag KG,2017-03-01,gold,,,,,,,,,,,,,,
NCT01729234,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Düsseldorf,,small,Other,Interventional,Dietary Supplement,Phase 1/Phase 2,20.0,Completed,Double,Randomized,True,False,False,False,2012-11-14,2012-10-01,2013-05-01,2013,2013-05-01,2013.0,,,,,-44.0,168,168.0,119.0,119.0,287.0,10.1016/j.jacc.2013.08.691,23994403.0,,2013-08-28,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,bronze,0735-1097,Journal of the American College of Cardiology,Elsevier BV,2014-04-01,bronze,,,,,,,,,,,,,,
NCT01742468,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Jena,,small,Other,Interventional,Dietary Supplement,,38.0,Completed,Triple,Randomized,True,True,True,False,2012-12-03,2013-02-01,2013-09-01,2013,2013-09-01,2013.0,,,,,60.0,272,272.0,1282.0,1282.0,1554.0,10.1016/j.clnu.2017.02.021,28302406.0,https://www.ncbi.nlm.nih.gov/pubmed/28302406,2017-03-06,True,True,True,True,True,False,False,True,True,True,True,True,True,0.0,0.0,0.0,0,,,True,True,,closed,0261-5614,Clinical Nutrition,Elsevier BV,2018-04-01,closed,True,['institutional repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2019-04-01,True,True,False
NCT01752725,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Tübingen,,large,Other,Interventional,Device,,30.0,Completed,None (Open Label),Non-Randomized,False,False,False,False,2012-12-04,2011-10-01,2012-04-01,2012,2012-04-01,2012.0,,,,,-430.0,-247,-247.0,408.0,408.0,161.0,10.1007/s00464-013-2994-4,23670744.0,https://www.ncbi.nlm.nih.gov/pubmed/23670744,2013-05-14,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,closed,"0930-2794,1432-2218",Surgical Endoscopy,Springer Science and Business Media LLC,2013-05-14,closed,True,['institutional repository'],True,['acceptedVersion'],False,True,False,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12.0,2014-05-14,True,True,False
NCT01761448,ClinicalTrials.gov,True,1,Hand search,False,True,True,True,True,Aachen,Köln,small,Other,Interventional,Device,,37.0,Completed,None (Open Label),,,False,False,False,2012-07-16,2012-02-01,2013-11-01,2013,2013-11-01,2013.0,,,,,-166.0,473,473.0,1075.0,1075.0,1548.0,10.1007/s00380-016-0897-8,27730298.0,,2016-10-11,True,True,True,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,0,,,True,True,,green,"0910-8327,1615-2573",Heart and Vessels,Springer Science and Business Media LLC,2016-10-11,green,,,,,,,,,,,,,,
