id,registry,lead_cities,has_publication,doi,pmid,url,publication_date,identification_step,publication_type,is_prospective,has_summary_results,summary_results_date,registration_date,start_date,completion_date,completion_year,primary_completion_date,primary_completion_year,days_cd_to_publication,days_pcd_to_publication,days_cd_to_summary,days_pcd_to_summary,days_reg_to_start,days_reg_to_cd,days_reg_to_pcd,days_reg_to_publication,recruitment_status,phase,enrollment,is_multicentric,main_sponsor,allocation,is_randomized,masking,intervention_type,center_size,has_german_umc_lead,facility_cities,iv_version,is_dupe
NCT01500993,ClinicalTrials.gov,Heidelberg Jena Mannheim,TRUE,10.1016/s1470-2045(12)70116-x,22503032,https://linkinghub.elsevier.com/retrieve/pii/S1470-2045(12)70116-X,2012-04-13,Registry linked,journal publication,FALSE,FALSE,NA,2011-12-21,2002-03-01,2011-03-01,2011,2011-03-01,2011,409,409,NA,NA,-3582,-295,-295,114,Completed,Phase 3,401,TRUE,Other,Randomized,TRUE,Open Label,Drug,large,TRUE,NA,1,FALSE
NCT01502241,ClinicalTrials.gov,Heidelberg,TRUE,10.1016/s1470-2045(12)70164-x,22578793,https://www.sciencedirect.com/science/article/pii/S147020451270164X,2012-05-10,Registry linked,journal publication,FALSE,FALSE,NA,2011-12-24,2005-01-01,2011-11-01,2011,2010-11-01,2010,191,556,NA,NA,-2548,-53,-418,138,Completed,Phase 3,412,TRUE,Other,Randomized,TRUE,Open Label,Drug,large,TRUE,Berlin Bochum Bonn Dresden Düsseldorf Erlangen Duisburg Frankfurt Freiburg Hamburg Hannover Schleswig-Holstein Leipzig Mainz Marburg Regensburg Homburg Tübingen Ulm,1,FALSE
NCT01503216,ClinicalTrials.gov,Halle,TRUE,10.1210/jc.2012-4287,24001747,https://www.ncbi.nlm.nih.gov/pubmed/24001747?dopt=Abstract,2013-09-03,Registry linked,journal publication,TRUE,FALSE,NA,2011-10-24,2012-01-01,2012-05-01,2012,2012-05-01,2012,490,490,NA,NA,69,190,190,680,Completed,Not given,120,NA,Other,Randomized,TRUE,Double Blind,Dietary Supplement,small,TRUE,NA,1,FALSE
NCT01504347,ClinicalTrials.gov,NA,TRUE,10.1016/s1473-3099(13)70110-5,23665341,NA,2013-05-10,Registry linked,journal publication,FALSE,FALSE,NA,2011-12-22,2011-03-01,2014-02-01,2014,2011-08-01,2011,-267,648,NA,NA,-296,772,-143,505,Completed,Phase 1/Phase 2,1630,TRUE,Industry,Randomized,TRUE,Double Blind,Biological,No lead center,FALSE,Tübingen,1,FALSE
NCT01510704,ClinicalTrials.gov,Würzburg,TRUE,10.1093/bja/aet251,23872464,https://academic.oup.com/bja/article-lookup/doi/10.1093/bja/aet251,2013-07-19,Registry linked,journal publication,TRUE,TRUE,2013-05-15,2012-01-12,2012-01-01,2012-04-01,2012,2012-04-01,2012,474,474,409,409,-11,80,80,554,Completed,Phase 2,215,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,small,TRUE,Berlin Heidelberg Marburg,1,FALSE
NCT01516021,ClinicalTrials.gov,Tübingen,TRUE,10.3945/ajcn.111.031492,22572644,https://www.ncbi.nlm.nih.gov/pubmed/22572644?dopt=Abstract,2012-05-09,Registry linked,journal publication,FALSE,FALSE,NA,2012-01-09,2011-01-01,2011-03-01,2011,2011-03-01,2011,435,435,NA,NA,-373,-314,-314,121,Completed,Not given,11,FALSE,Other,Randomized,TRUE,Single Blind,Dietary Supplement,large,TRUE,NA,1,FALSE
NCT01519739,ClinicalTrials.gov,Leipzig,TRUE,10.1161/circep.113.000066,24002003,http://circep.ahajournals.org/content/6/5/917.long,2013-09-03,Registry linked,journal publication,TRUE,FALSE,NA,2012-01-18,2012-01-01,2012-11-01,2012,2012-05-01,2012,306,490,NA,NA,-17,288,104,594,Completed,Not given,15,NA,Industry,Not given,NA,Open Label,Device,large,TRUE,NA,1,FALSE
NCT01520506,ClinicalTrials.gov,NA,TRUE,10.4244/eijy14m12_02,25452198,https://www.ncbi.nlm.nih.gov/pubmed/25452198,2015-02-01,Registry linked,journal publication,TRUE,TRUE,2015-07-31,2012-01-25,2012-05-01,2014-06-01,2014,2013-11-01,2013,245,457,425,637,97,858,646,1103,Completed,Phase 2,50,TRUE,Industry,Not given,NA,Open Label,Device,No lead center,FALSE,Bonn,1,FALSE
NCT01524055,ClinicalTrials.gov,Münster,TRUE,10.1055/s-0033-1359041,24353124,https://www.ncbi.nlm.nih.gov/pubmed/24353124?dopt=Abstract,2013-12-18,Registry linked,journal publication,TRUE,FALSE,NA,2011-12-14,2011-12-01,2013-04-01,2013,2013-02-01,2013,261,320,NA,NA,-13,474,415,735,Completed,Phase 3,107,TRUE,Other,Randomized,TRUE,Double Blind,Device,large,TRUE,NA,1,FALSE
NCT01525537,ClinicalTrials.gov,NA,TRUE,10.1093/bja/aet485,24535604,https://academic.oup.com/bja/article-lookup/doi/10.1093/bja/aet485,2014-02-16,Registry linked,journal publication,FALSE,FALSE,NA,2012-01-26,2009-03-01,2011-10-01,2011,2010-02-01,2010,869,1476,NA,NA,-1061,-117,-724,752,Completed,Not given,82,FALSE,Other,Randomized,TRUE,Single Blind,Drug,No lead center,FALSE,Schleswig-Holstein,1,FALSE
NCT01526447,ClinicalTrials.gov,Duisburg,TRUE,10.1016/j.ctim.2014.09.007,25453528,NA,2014-10-06,Registry linked,journal publication,TRUE,FALSE,NA,2012-02-01,2012-02-01,2013-04-01,2013,2012-12-01,2012,553,674,NA,NA,0,425,304,978,Completed,Not given,54,FALSE,Other,Randomized,TRUE,"Participant, Investigator, Outcomes Assessor",Procedure,large,TRUE,NA,1,FALSE
NCT01530360,ClinicalTrials.gov,NA,TRUE,NA,23340184,https://www.ncbi.nlm.nih.gov/pubmed/23340184,2013-01-01,Registry linked,journal publication,FALSE,FALSE,NA,2012-02-07,2011-09-01,2012-03-01,2012,2011-12-01,2011,306,397,NA,NA,-159,23,-68,329,Completed,Phase 1,10,FALSE,Other,Not given,NA,Open Label,Device,No lead center,FALSE,Witten-Herdecke,1,FALSE
NCT01534962,ClinicalTrials.gov,NA,TRUE,10.1016/j.hrthm.2015.01.021,25602175,https://www.ncbi.nlm.nih.gov/pubmed/25602175?dopt=Abstract,2015-01-17,Registry linked,journal publication,FALSE,TRUE,2014-07-29,2012-02-10,2012-01-01,2014-03-01,2014,2013-10-01,2013,322,473,150,301,-40,750,599,1072,Completed,Phase 2,241,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Göttingen,1,FALSE
NCT01539330,ClinicalTrials.gov,Halle,TRUE,10.1208/s12248-012-9412-z,23065438,https://www.ncbi.nlm.nih.gov/pubmed/23065438?dopt=Abstract,2012-10-13,Registry linked,journal publication,FALSE,FALSE,NA,2012-02-09,2009-02-01,2013-08-01,2013,2013-02-01,2013,-292,-111,NA,NA,-1103,539,358,247,Completed,Phase 4,9,FALSE,Other,Not given,NA,Open Label,Drug,small,TRUE,NA,1,FALSE
NCT01539512,ClinicalTrials.gov,NA,TRUE,10.1056/nejmoa1315226,24450857,https://www.ncbi.nlm.nih.gov/pubmed/24450857,2014-01-22,Registry linked,journal publication,TRUE,TRUE,2014-10-09,2012-02-12,2012-04-01,2014-04-01,2014,2013-10-01,2013,-69,113,191,373,49,779,597,710,Completed,Phase 3,220,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Köln Ulm,1,FALSE
NCT01540357,ClinicalTrials.gov,Regensburg,TRUE,10.1186/1472-6882-12-235,23186556,https://www.ncbi.nlm.nih.gov/pubmed/23186556?dopt=Abstract,2012-11-28,Registry linked,journal publication,FALSE,FALSE,NA,2012-02-22,2010-05-01,2012-01-01,2012,2010-10-01,2010,332,789,NA,NA,-662,-52,-509,280,Completed,Not given,36,FALSE,Other,Randomized,TRUE,Open Label,Behavioral,small,TRUE,NA,1,FALSE
NCT01541865,ClinicalTrials.gov,NA,TRUE,10.4244/eijy14m12_01,25452197,https://www.ncbi.nlm.nih.gov/pubmed/25452197?dopt=Abstract,2015-02-01,Registry linked,journal publication,TRUE,TRUE,2015-09-15,2012-02-21,2012-02-01,2015-06-01,2015,2013-11-01,2013,-120,457,106,683,-20,1196,619,1076,Completed,Not given,146,TRUE,Industry,Not given,NA,Open Label,Device,No lead center,FALSE,Hamburg Leipzig TU_München Homburg,1,FALSE
NCT01543243,ClinicalTrials.gov,Frankfurt,TRUE,10.1186/s11556-015-0150-y,26865869,https://eurapa.biomedcentral.com/articles/10.1186/s11556-015-0150-y,2015-10-09,Registry linked,journal publication,TRUE,FALSE,NA,2011-09-26,2011-11-01,2012-12-01,2012,2012-12-01,2012,1042,1042,NA,NA,36,432,432,1474,Completed,Phase 2,30,FALSE,Other,Randomized,TRUE,Double Blind,Device,large,TRUE,NA,1,FALSE
NCT01555840,ClinicalTrials.gov,Hamburg,TRUE,10.1097/mcg.0000000000000110,24618504,https://insights.ovid.com/pubmed?pmid=24618504,2015-02-01,Registry linked,journal publication,FALSE,FALSE,NA,2012-03-07,2011-11-01,2012-06-01,2012,2012-05-01,2012,975,1006,NA,NA,-127,86,55,1061,Completed,Not given,189,FALSE,Other,Not given,NA,Single Blind,Device,large,TRUE,NA,1,FALSE
NCT01558167,ClinicalTrials.gov,NA,TRUE,10.1111/ejh.12714,26643449,https://www.ncbi.nlm.nih.gov/pubmed/26643449?dopt=Abstract,2016-02-09,Registry linked,journal publication,FALSE,FALSE,NA,2011-05-19,2011-02-01,2015-06-01,2015,2013-10-01,2013,253,861,NA,NA,-107,1474,866,1727,Completed,Phase 1/Phase 2,22,FALSE,Other,Not given,NA,Open Label,Drug,No lead center,FALSE,Köln,1,FALSE
NCT01564095,ClinicalTrials.gov,LMU_München,TRUE,10.1097/txd.0000000000000588,27500266,https://www.ncbi.nlm.nih.gov/pubmed/27500266,2016-05-04,Registry linked,journal publication,FALSE,FALSE,NA,2012-03-14,2011-10-01,2013-07-01,2013,2013-07-01,2013,1038,1038,NA,NA,-165,474,474,1512,Terminated,Phase 2/Phase 3,25,TRUE,Other,Randomized,TRUE,Participant,Drug,large,TRUE,Berlin Frankfurt Heidelberg Mainz Regensburg Tübingen,1,FALSE
NCT01566825,ClinicalTrials.gov,Berlin,TRUE,10.5665/sleep.3674,24790277,https://www.ncbi.nlm.nih.gov/pubmed/24790277?dopt=Abstract,2014-05-01,Registry linked,journal publication,FALSE,FALSE,NA,2012-03-27,2008-08-01,2009-05-01,2009,2009-05-01,2009,1826,1826,NA,NA,-1334,-1061,-1061,765,Completed,Not given,32,FALSE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,NA,1,FALSE
NCT01573117,ClinicalTrials.gov,Heidelberg,TRUE,10.1186/s13054-014-0582-1,25346332,https://ccforum.biomedcentral.com/articles/10.1186/s13054-014-0582-1,2014-10-27,Registry linked,journal publication,FALSE,FALSE,NA,2012-03-31,2010-09-01,2011-11-01,2011,2011-11-01,2011,1091,1091,NA,NA,-577,-151,-151,940,Completed,Phase 2,20,FALSE,Other,Randomized,TRUE,Open Label,Device,large,TRUE,NA,1,FALSE
NCT01576107,ClinicalTrials.gov,NA,TRUE,10.3389/fpsyg.2016.00898,27445882,http://journal.frontiersin.org/article/10.3389/fpsyg.2016.00898/full,2016-06-21,Registry linked,journal publication,TRUE,FALSE,NA,2012-04-05,2012-04-01,2013-05-01,2013,2012-11-01,2012,1147,1328,NA,NA,-4,391,210,1538,Completed,Not given,76,TRUE,Other,Randomized,TRUE,Open Label,Other,No lead center,FALSE,Heidelberg,1,FALSE
NCT01586091,ClinicalTrials.gov,Berlin,TRUE,10.2340/00015555-1490,23147964,https://www.ncbi.nlm.nih.gov/pubmed/23147964?dopt=Abstract,2013-05-01,Registry linked,journal publication,FALSE,FALSE,NA,2012-04-23,2011-02-01,2012-02-01,2012,2011-11-01,2011,455,547,NA,NA,-447,-82,-174,373,Completed,Phase 1,18,FALSE,Other,Randomized,TRUE,Double Blind,Drug,large,TRUE,NA,1,FALSE
NCT01591031,ClinicalTrials.gov,Rostock,TRUE,10.1186/1471-2253-14-39,24860256,https://www.ncbi.nlm.nih.gov/pubmed/24860256?dopt=Abstract,2014-05-22,Registry linked,journal publication,TRUE,FALSE,NA,2012-04-27,2012-04-01,2013-02-01,2013,2013-02-01,2013,475,475,NA,NA,-26,280,280,755,Completed,Not given,60,FALSE,Other,Randomized,TRUE,Double Blind,Drug,small,TRUE,NA,1,FALSE
NCT01598649,ClinicalTrials.gov,Jena,TRUE,10.1016/j.clnu.2014.03.008,24746974,https://linkinghub.elsevier.com/retrieve/pii/S0261-5614(14)00083-1,2014-04-01,Registry linked,journal publication,TRUE,FALSE,NA,2012-05-09,2012-06-01,2013-10-01,2013,2012-12-01,2012,182,486,NA,NA,23,510,206,692,Completed,Not given,72,FALSE,Other,Randomized,TRUE,Double Blind,Dietary Supplement,small,TRUE,NA,1,FALSE
NCT01599819,ClinicalTrials.gov,NA,TRUE,10.1182/blood-2015-03-630897,26157075,http://www.bloodjournal.org/content/126/9/1078.long?sso-checked=true,2015-07-08,Registry linked,journal publication,FALSE,FALSE,NA,2012-05-15,2011-09-01,2012-08-01,2012,2012-08-01,2012,1071,1071,NA,NA,-257,78,78,1149,Completed,Phase 1,19,TRUE,Industry,Non-Randomized,FALSE,Open Label,Biological,No lead center,FALSE,Giessen Marburg,1,FALSE
NCT01601496,ClinicalTrials.gov,TU_München,TRUE,10.1016/j.jvs.2014.10.005,25498193,https://linkinghub.elsevier.com/retrieve/pii/S0741-5214(14)01868-0,2014-12-10,Registry linked,journal publication,FALSE,FALSE,NA,2012-04-23,2009-09-01,2013-07-01,2013,2013-07-01,2013,527,527,NA,NA,-965,434,434,961,Completed,Not given,117,TRUE,Industry,Not given,NA,Open Label,Device,large,TRUE,Frankfurt Würzburg,1,FALSE
NCT01618565,ClinicalTrials.gov,Bochum,TRUE,10.1097/aog.0b013e31826af9a9,22996098,https://www.ncbi.nlm.nih.gov/pubmed/22996098?dopt=Abstract,2012-10-01,Registry linked,journal publication,FALSE,FALSE,NA,2012-06-11,2012-04-01,2012-12-01,2012,2012-12-01,2012,-61,-61,NA,NA,-71,173,173,112,Completed,Phase 3,203,TRUE,Other,Randomized,TRUE,Double Blind,Procedure,small,TRUE,NA,1,FALSE
NCT01624961,ClinicalTrials.gov,Tübingen,TRUE,10.1186/s12936-015-0628-0,25889522,https://www.ncbi.nlm.nih.gov/pubmed/25889522?dopt=Abstract,2015-03-18,Registry linked,journal publication,TRUE,FALSE,NA,2012-06-19,2012-06-01,2013-02-01,2013,2012-10-01,2012,775,898,NA,NA,-18,227,104,1002,Completed,Phase 1,30,FALSE,Industry,Randomized,TRUE,Open Label,Biological,large,TRUE,NA,1,FALSE
NCT01628627,ClinicalTrials.gov,NA,TRUE,10.1007/s00125-012-2795-7,23238789,https://www.ncbi.nlm.nih.gov/pubmed/23238789,2012-12-13,Registry linked,journal publication,FALSE,FALSE,NA,2012-06-23,2006-05-01,2010-04-01,2010,2010-04-01,2010,987,987,NA,NA,-2245,-814,-814,173,Completed,Phase 4,164,TRUE,Industry,Randomized,TRUE,Double Blind,Device,No lead center,FALSE,Düsseldorf,1,FALSE
NCT01631123,ClinicalTrials.gov,LMU_München,TRUE,10.1210/jc.2014-3868,25822100,https://www.ncbi.nlm.nih.gov/pubmed/25822100?dopt=Abstract,2015-03-30,Registry linked,journal publication,FALSE,FALSE,NA,2012-06-01,2009-09-01,2012-09-01,2012,2010-01-01,2010,940,1914,NA,NA,-1004,92,-882,1032,Completed,Not given,120,FALSE,Other,Not given,NA,Open Label,Other,large,TRUE,Berlin Heidelberg Tübingen,1,FALSE
NCT01644006,ClinicalTrials.gov,Aachen,TRUE,10.2196/jmir.6358,27908843,http://www.jmir.org/2016/12/e314/,2016-12-01,Registry linked,journal publication,TRUE,FALSE,NA,2012-07-12,2012-08-01,2015-09-01,2015,2013-07-01,2013,457,1249,NA,NA,20,1146,354,1603,Completed,Not given,39,FALSE,Other,Non-Randomized,FALSE,Open Label,Procedure,small,TRUE,NA,1,TRUE
NCT01650805,ClinicalTrials.gov,NA,TRUE,10.1016/s1470-2045(16)00080-2,27083332,http://www.sciencedirect.com/science/article/pii/S1470204516000802?via%3Dihub,2016-04-12,Registry linked,journal publication,FALSE,TRUE,2014-10-15,2012-07-18,2012-06-01,2013-10-01,2013,2013-10-01,2013,924,924,379,379,-47,440,440,1364,Terminated,Phase 3,307,TRUE,Industry,Randomized,TRUE,Open Label,Drug,No lead center,FALSE,Aachen Berlin Dresden Freiburg Hamburg Heidelberg Jena Köln Mannheim TU_München,1,FALSE
NCT01652391,ClinicalTrials.gov,Tübingen,TRUE,10.1016/j.biopsych.2012.10.010,23219367,https://www.ncbi.nlm.nih.gov/pubmed/23219367,2012-12-06,Registry linked,journal publication,FALSE,FALSE,NA,2012-07-23,2011-07-01,2012-12-01,2012,2012-06-01,2012,5,188,NA,NA,-388,131,-52,136,Completed,Not given,44,FALSE,Other,Randomized,TRUE,Double Blind,Device,large,TRUE,NA,1,FALSE
NCT01654679,ClinicalTrials.gov,TU_München,TRUE,10.1097/sla.0000000000000235,24169161,https://www.ncbi.nlm.nih.gov/pubmed/24169161?dopt=Abstract,2013-12-01,Registry linked,journal publication,FALSE,FALSE,NA,2012-07-22,2008-08-01,2012-07-01,2012,2010-06-01,2010,518,1279,NA,NA,-1451,-21,-782,497,Completed,Not given,400,FALSE,Other,Randomized,TRUE,Double Blind,Device,large,TRUE,NA,1,FALSE
NCT01656928,ClinicalTrials.gov,Heidelberg Mannheim,TRUE,10.1017/s136898001100200x,21859516,https://www.ncbi.nlm.nih.gov/pubmed/21859516?dopt=Abstract,2011-08-23,Registry linked,journal publication,FALSE,FALSE,NA,2012-07-27,2008-09-01,2011-04-01,2011,2010-09-01,2010,144,356,NA,NA,-1425,-483,-695,-339,Completed,Not given,375,FALSE,Other,Randomized,TRUE,Single Blind,Behavioral,large,TRUE,NA,1,FALSE
NCT01663649,ClinicalTrials.gov,Hamburg,TRUE,10.1111/epi.12833,25410633,http://onlinelibrary-1wiley-1com-1mf9loauk4513.han.mh-hannover.de/doi/10.1111/epi.12833/abstract;jsessionid=C2B193D783490D67B5606ADD663B3338.f02t03,2014-11-19,Registry linked,journal publication,FALSE,FALSE,NA,2012-08-08,2012-06-01,2014-02-01,2014,2013-12-01,2013,291,353,NA,NA,-68,542,480,833,Completed,Not given,180,TRUE,Other,Randomized,TRUE,Single Blind,Behavioral,large,TRUE,NA,1,TRUE
NCT01668485,ClinicalTrials.gov,Giessen,TRUE,10.1007/s00125-013-3120-9,24305963,https://link.springer.com/article/10.1007%2Fs00125-013-3120-9,2014-12-05,Registry linked,journal publication,FALSE,FALSE,NA,2012-08-13,2001-11-01,2011-11-01,2011,2010-11-01,2010,1130,1495,NA,NA,-3938,-286,-651,844,Completed,Phase 4,36,FALSE,Other,Randomized,TRUE,Single Blind,Procedure,small,TRUE,NA,1,FALSE
NCT01669109,ClinicalTrials.gov,Duisburg,TRUE,10.1002/pon.3927,26228466,https://www.ncbi.nlm.nih.gov/pubmed/26228466?dopt=Abstract,2015-07-29,Registry linked,journal publication,TRUE,FALSE,NA,2012-08-16,2012-09-01,2013-12-01,2013,2013-12-01,2013,605,605,NA,NA,16,472,472,1077,Completed,Not given,54,TRUE,Other,Randomized,TRUE,Single Blind,Behavioral,large,TRUE,NA,1,FALSE
NCT01673048,ClinicalTrials.gov,Schleswig-Holstein,TRUE,10.1186/1471-2474-15-3,24397612,https://bmcmusculoskeletdisord.biomedcentral.com/articles/10.1186/1471-2474-15-3,2014-01-08,Registry linked,journal publication,FALSE,FALSE,NA,2012-08-12,2009-01-01,2012-12-01,2012,2012-10-01,2012,403,464,NA,NA,-1319,111,50,514,Completed,Not given,18,FALSE,Other,Not given,NA,Open Label,Procedure,small,TRUE,NA,1,FALSE
NCT01682720,ClinicalTrials.gov,NA,TRUE,10.1056/nejmoa1316145,24795201,NA,2014-05-04,Registry linked,journal publication,TRUE,TRUE,2014-10-02,2012-09-05,2012-09-01,2014-01-01,2014,2013-10-01,2013,123,215,274,366,-4,483,391,606,Completed,Phase 3,421,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Bonn Düsseldorf Frankfurt Hamburg Hannover Leipzig LMU_München,1,FALSE
NCT01683578,ClinicalTrials.gov,Dresden,TRUE,10.1186/1745-6215-15-155,24885921,https://www.ncbi.nlm.nih.gov/pubmed/24885921?dopt=Abstract,2014-05-02,Registry linked,journal publication,TRUE,FALSE,NA,2012-09-03,2012-09-01,2013-09-01,2013,2013-09-01,2013,243,243,NA,NA,-2,363,363,606,Completed,Not given,50,FALSE,Other,Randomized,TRUE,Double Blind,Other,large,TRUE,NA,1,FALSE
NCT01685775,ClinicalTrials.gov,Witten-Herdecke,TRUE,10.1097/sla.0000000000000218,24108196,https://www.ncbi.nlm.nih.gov/pubmed/24108196?dopt=Abstract,2015-03-01,Registry linked,journal publication,FALSE,FALSE,NA,2012-09-04,2010-02-01,2012-12-01,2012,2012-07-01,2012,820,973,NA,NA,-946,88,-65,908,Completed,Not given,40,FALSE,Other,Randomized,TRUE,Open Label,Procedure,small,TRUE,NA,1,FALSE
NCT01693016,ClinicalTrials.gov,Mainz,TRUE,10.1111/pan.12683,26179143,https://www.ncbi.nlm.nih.gov/pubmed/26179143?dopt=Abstract,2015-07-14,Registry linked,journal publication,TRUE,FALSE,NA,2012-09-19,2012-09-01,2013-01-01,2013,2013-01-01,2013,924,924,NA,NA,-18,104,104,1028,Completed,Not given,81,FALSE,Other,Non-Randomized,FALSE,Open Label,Device,large,TRUE,NA,1,FALSE
NCT01700244,ClinicalTrials.gov,NA,TRUE,10.1161/circulationaha.113.006987,24664277,https://www.ncbi.nlm.nih.gov/pubmed/24664277,2014-03-24,Registry linked,journal publication,TRUE,FALSE,NA,2012-10-02,2012-12-01,2013-08-01,2013,2013-07-01,2013,235,266,NA,NA,60,303,272,538,Unknown status,Not given,36,TRUE,Industry,Not given,NA,Open Label,Device,No lead center,FALSE,Leipzig TU_München,1,FALSE
NCT01703819,ClinicalTrials.gov,Duisburg,TRUE,10.1016/j.lfs.2015.12.058,26772822,https://www.ncbi.nlm.nih.gov/pubmed/26772822,2016-01-07,Registry linked,journal publication,TRUE,TRUE,2014-08-01,2012-10-08,2012-10-01,2013-04-01,2013,2013-04-01,2013,1011,1011,487,487,-7,175,175,1186,Completed,Phase 1/Phase 2,66,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,large,TRUE,Marburg,1,FALSE
NCT01711905,ClinicalTrials.gov,Halle,TRUE,10.1016/j.clnu.2015.04.021,26037521,https://www.ncbi.nlm.nih.gov/pubmed/26037521?dopt=Abstract,2015-05-19,Registry linked,journal publication,TRUE,FALSE,NA,2012-10-15,2012-11-01,2013-04-01,2013,2013-04-01,2013,778,778,NA,NA,17,168,168,946,Completed,Not given,107,FALSE,Other,Randomized,TRUE,Double Blind,Dietary Supplement,small,TRUE,NA,1,FALSE
NCT01716286,ClinicalTrials.gov,LMU_München Tübingen,TRUE,10.3945/ajcn.113.062679,24025630,https://www.ncbi.nlm.nih.gov/pubmed/24025630?dopt=Abstract,2013-09-11,Registry linked,journal publication,FALSE,FALSE,NA,2012-10-18,2012-02-01,2012-03-01,2012,2012-03-01,2012,559,559,NA,NA,-260,-231,-231,328,Completed,Not given,11,FALSE,Other,Randomized,TRUE,Single Blind,Dietary Supplement,large,TRUE,NA,1,FALSE
NCT01724437,ClinicalTrials.gov,Hamburg,TRUE,10.1016/j.jacc.2013.03.059,23644091,http://www.sciencedirect.com/science/article/pii/S0735109713017269?via%3Dihub,2013-05-01,Registry linked,journal publication,FALSE,FALSE,NA,2012-11-04,2009-11-01,2012-11-01,2012,2010-11-01,2010,181,912,NA,NA,-1099,-3,-734,178,Completed,Not given,102,FALSE,Other,Randomized,TRUE,Open Label,Device,large,TRUE,NA,1,FALSE
NCT01729546,ClinicalTrials.gov,Ulm,TRUE,10.1515/cclm-2013-0976,24681433,https://www.ncbi.nlm.nih.gov/pubmed/24681433?dopt=Abstract,2014-07-01,Registry linked,journal publication,TRUE,FALSE,NA,2012-11-14,2012-11-01,2012-11-01,2012,2012-11-01,2012,607,607,NA,NA,-13,-13,-13,594,Completed,Not given,114,FALSE,Other,Not given,NA,NA,Device,large,TRUE,NA,1,FALSE
NCT01731249,ClinicalTrials.gov,Berlin,TRUE,10.1186/2045-7022-4-7,24517417,https://www.ncbi.nlm.nih.gov/pubmed/24517417?dopt=Abstract,2014-02-11,Registry linked,journal publication,FALSE,FALSE,NA,2012-11-15,2010-11-01,2012-10-01,2012,2012-07-01,2012,498,590,NA,NA,-745,-45,-137,453,Completed,Phase 3,574,TRUE,Industry,Randomized,TRUE,Double Blind,Biological,large,TRUE,NA,1,FALSE
NCT01737034,ClinicalTrials.gov,Schleswig-Holstein,TRUE,10.3945/jn.113.179390,23946346,http://jn.nutrition.org/content/143/10/1593,2013-08-14,Registry linked,journal publication,FALSE,FALSE,NA,2012-11-26,2011-01-01,2012-08-01,2012,2012-08-01,2012,378,378,NA,NA,-695,-117,-117,261,Completed,Not given,32,FALSE,Other,Randomized,TRUE,Open Label,Other,small,TRUE,NA,1,FALSE
NCT01743768,ClinicalTrials.gov,NA,TRUE,10.1056/nejmoa1411776,25981191,https://www.ncbi.nlm.nih.gov/pubmed/25981191?dopt=Abstract,2015-05-17,Registry linked,journal publication,TRUE,FALSE,NA,2012-11-28,2012-12-01,2013-12-01,2013,2013-11-01,2013,532,562,NA,NA,3,368,338,900,Completed,Phase 2,38,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Mainz,1,FALSE
NCT01769105,ClinicalTrials.gov,Düsseldorf,TRUE,10.1016/j.jtos.2013.12.001,24725326,https://www.ncbi.nlm.nih.gov/pubmed/24725326,2014-01-22,Registry linked,journal publication,FALSE,TRUE,2014-09-01,2013-01-11,2012-04-01,2013-06-01,2013,2013-06-01,2013,235,235,457,457,-285,141,141,376,Completed,Not given,40,FALSE,Other,Randomized,TRUE,Single Blind,Device,small,TRUE,NA,1,FALSE
NCT01777815,ClinicalTrials.gov,NA,TRUE,10.1016/j.jacc.2013.07.090,24076529,https://www.ncbi.nlm.nih.gov/pubmed/24076529?dopt=Abstract,2013-09-24,Registry linked,journal publication,FALSE,FALSE,NA,2013-01-25,2009-10-01,2014-08-01,2014,2012-10-01,2012,-311,358,NA,NA,-1212,553,-116,242,Completed,Not given,30,TRUE,Industry,Not given,NA,Open Label,Device,No lead center,FALSE,Leipzig,1,FALSE
NCT01778270,ClinicalTrials.gov,Aachen,TRUE,10.1155/2015/810797,25861647,https://www.hindawi.com/journals/bmri/2015/810797/,2015-03-11,Registry linked,journal publication,FALSE,FALSE,NA,2013-01-25,2011-10-01,2013-04-01,2013,2013-04-01,2013,709,709,NA,NA,-482,66,66,775,Completed,Not given,50,FALSE,Other,Non-Randomized,FALSE,Open Label,Device,small,TRUE,NA,1,FALSE
NCT01789021,ClinicalTrials.gov,Ulm,TRUE,10.1177/1932296815580161,25872967,NA,2015-04-14,Registry linked,journal publication,TRUE,FALSE,NA,2013-02-08,2013-02-01,2013-04-01,2013,2013-04-01,2013,743,743,NA,NA,-7,52,52,795,Completed,Not given,120,FALSE,Other,Not given,NA,NA,Device,large,TRUE,NA,1,FALSE
NCT01792713,ClinicalTrials.gov,NA,TRUE,10.2340/00015555-2268,26527564,https://www.ncbi.nlm.nih.gov/pubmed/26527564,2016-08-23,Registry linked,journal publication,TRUE,FALSE,NA,2013-02-13,2013-02-01,2014-02-01,2014,2013-09-01,2013,934,1087,NA,NA,-12,353,200,1287,Completed,Phase 2,70,TRUE,Industry,Randomized,TRUE,Double Blind,Drug,No lead center,FALSE,Berlin Münster,1,FALSE
