doi,syp_response,can_archive,archiving_locations,inst_repository,versions,submitted_version,accepted_version,published_version,licenses_required,permission_issuer,embargo,date_embargo_elapsed,is_embargo_elapsed,permission_accepted,permission_published
10.1371/journal.pone.0070866,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1016/j.jaci.2013.04.008,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2014-09-01,True,True,False
10.1016/j.surg.2016.09.005,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2018-05-01,True,True,False
10.1016/s1470-2045(15)00042-x,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2016-04-01,True,True,False
10.1186/s13019-018-0739-0,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1007/s00228-012-1284-8,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2013-05-01,True,True,False
10.1016/j.ymthe.2017.08.016,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by'}],article,,,,,
10.1111/j.1708-8208.2010.00324.x,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2012-03-17,True,True,False
10.1016/j.jcin.2011.01.013,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2012-06-01,True,True,False
10.1016/j.jpain.2016.06.004,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2017-09-01,True,True,False
10.1371/journal.pone.0143846,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1007/s00392-010-0269-9,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2011-12-17,True,True,False
10.1016/j.waojou.2020.100129,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC-ND'}]",Journal,0.0,,True,False,True
10.1111/head.13532,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2020-05-01,True,True,False
10.1186/2045-7022-4-7,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.3233/jad-160771,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Funder Designated Repository', ' Preprint Server']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,,,,,
10.1186/1475-2891-12-30,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1097/rli.0000000000000432,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2019-04-01,True,True,False
10.1002/bjs.8885,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[],Publisher,,,,,
10.1159/000477355,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2018-01-01,True,True,False
10.3390/nu9060629,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1186/s13075-019-1981-0,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1007/s00262-019-02383-z,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2020-09-01,True,True,False
10.1111/all.12159,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2014-07-01,True,True,False
10.1158/1078-0432.ccr-10-2082,response,True,"['Institutional Repository', 'Funder Designated Repository']",True,['acceptedVersion'],False,True,False,[],Publisher,12.0,2011-11-15,True,True,False
10.1093/bja/aeu453,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2016-05-01,True,True,False
10.1111/bjd.13266,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2016-03-01,True,True,False
10.3238/arztebl.2016.0001,no_best_permission,,,,,,,,,,,,,,
10.3238/arztebl.2014.0592,no_best_permission,,,,,,,,,,,,,,
10.1136/bmjqs-2013-001899,no_embargo_info,True,"['Institutional Repository', 'Funder Designated Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[],Publisher,,,,,
10.1016/s0140-6736(12)60813-7,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2013-01-01,True,True,False
10.1515/jpm-2016-0155,response,True,"['Institutional Repository', 'PubMed Central']",True,['publishedVersion'],False,False,True,[{'type': 'other-closed'}],Publisher,12.0,2018-01-01,True,False,True
10.1542/peds.2013-1834,no_embargo_info,,,,[],,,,[],Publisher,,,,,
10.1016/s0959-8049(16)31435-6,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2016-09-01,True,True,False
10.1111/hiv.12029,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2014-08-01,True,True,False
10.1111/trf.12501,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1111/jsr.13102,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by'}],article,,,,,
10.1001/jama.2012.304,response,True,['PubMed Central'],False,['publishedVersion'],False,False,True,[],Publisher,6.0,2012-09-20,True,False,False
10.1371/journal.pone.0238307,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1002/mds.25661,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2014-11-04,True,True,False
10.4126/frl01-006416711,unresolved,,,,,,,,,,,,,,
10.1007/s00394-013-0647-y,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2015-01-31,True,True,False
10.3390/md13010379,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1038/s41598-019-48686-0,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1007/s00234-016-1693-y,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2017-04-30,True,True,False
10.2340/00015555-1490,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY-NC'}],Journal,0.0,,True,False,True
10.1016/s1470-2045(14)71170-2,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2015-06-30,True,True,False
10.1093/europace/eut124,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2014-08-01,True,True,False
10.1200/jco.2012.46.4057,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2014-04-20,True,True,True
10.3390/nu12030688,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1097/sla.0000000000001911,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2017-11-01,True,True,False
10.1093/ejcts/ezs206,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2013-12-01,True,True,False
10.1200/jco.2016.69.3564,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2018-02-10,True,True,True
10.1007/s00464-014-3731-3,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by'}],article,,,,,
10.1016/j.jtcvs.2012.12.083,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2014-03-01,True,True,False
10.1111/bcp.13870,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2020-02-28,True,True,False
10.1089/dia.2015.0085,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2016-09-01,True,True,False
10.1007/s00455-015-9639-9,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2016-10-01,True,True,False
10.1185/03007990903485148,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'cc-by-nc'}],journal,12.0,2011-02-01,True,True,False
10.1016/j.jpsychires.2018.03.001,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2019-06-01,True,True,False
10.1136/acupmed-2017-011456,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,,,,,
10.3238/arztebl.2016.0645,no_best_permission,,,,,,,,,,,,,,
10.3109/10428194.2013.809074,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'cc-by-nc'}],journal,12.0,2015-03-01,True,True,False
10.1186/s13023-019-1066-9,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1001/jama.2016.7207,response,True,['PubMed Central'],False,['publishedVersion'],False,False,True,[],Publisher,6.0,2016-12-28,True,False,False
10.1007/s10549-019-05431-5,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2020-09-13,True,True,False
10.1177/0143034320958743,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,,,,,
10.1016/j.ejca.2010.07.033,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2011-11-01,True,True,False
10.1161/circinterventions.112.971630,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2013-12-01,True,True,False
10.1161/circinterventions.110.957175,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2012-04-01,True,True,False
10.1159/000357437,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2015-01-01,True,True,False
10.1111/bjh.15741,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2019-12-28,True,True,False
10.3109/10428194.2014.911869,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'cc-by-nc'}],journal,12.0,2016-01-02,True,True,False
10.1007/s00103-018-2789-9,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by'}],article,,,,,
10.1016/j.bjps.2017.06.016,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2018-11-01,True,True,False
10.1200/jco.2013.55.0376,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2015-12-20,True,True,True
10.1177/2050640617723810,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,,,,,
10.1080/00365521.2016.1246606,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'cc-by-nc'}],journal,12.0,2017-10-31,True,True,False
10.1186/1465-9921-14-114,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1111/j.1464-410x.2010.09859.x,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2012-05-01,True,True,False
10.1016/j.rmed.2012.10.001,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2014-01-01,True,True,False
10.1016/j.amjcard.2018.07.039,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2019-11-01,True,True,False
10.1097/hjh.0000000000002120,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2020-09-01,True,True,False
10.1080/2162402x.2014.1001217,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC'}]",Journal,0.0,,True,False,True
10.1016/j.zefq.2014.06.012,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2016-01-01,True,True,False
10.1007/s00417-020-04618-7,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by'}],article,,,,,
10.1016/j.jaad.2015.03.049,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1371/journal.pone.0084402,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1159/000501338,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2020-01-01,True,True,False
10.1002/ccd.24409,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2014-04-01,True,True,False
10.1210/jc.2013-3318,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc'}],article,,,,,
10.1093/icvts/ivu062,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[],Publisher,,,,,
10.1200/jco.2016.67.3301,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2017-12-20,True,True,True
10.1055/s-0032-1326270,no_best_permission,,,,,,,,,,,,,,
10.1111/bjd.14018,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.3238/arztebl.2018.0741,no_best_permission,,,,,,,,,,,,,,
10.1016/j.jacc.2010.07.046,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2012-01-01,True,True,False
10.2500/ajra.2010.24.3508,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,,,,,
10.1111/ejh.12994,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2019-02-01,True,True,False
10.3390/nu10050551,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1155/2016/5931816,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1097/eja.0000000000000106,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2015-09-01,True,True,False
10.1111/jocn.12467,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2014-12-27,True,True,False
10.1161/circresaha.114.303822,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2015-05-09,True,True,False
10.1016/j.jcms.2015.06.044,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2016-10-01,True,True,False
10.1136/bmjopen-2018-026345,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY-NC'}, {'type': 'CC BY'}, {'type': 'CC BY-NC-ND'}]",Journal,0.0,,True,False,True
10.1016/j.healun.2015.08.012,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2017-02-01,True,True,False
10.1371/journal.pone.0031603,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1016/j.actaastro.2013.11.001,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,24.0,2016-02-01,True,True,False
10.1186/1471-2202-15-46,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1371/journal.pone.0110735,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,[{'type': 'CC BY'}],Journal,0.0,,True,False,True
10.1186/cc12885,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1016/s1470-2045(14)70160-3,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2014-12-01,True,True,False
10.5414/cp202109,no_best_permission,,,,,,,,,,,,,,
10.1016/j.trci.2018.10.002,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC'}, {'type': 'CC BY-NC-ND'}]",Journal,0.0,,True,False,True
10.1097/ncc.0000000000000502,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2019-09-01,True,True,False
10.1586/17434440.2014.894458,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'cc-by-nc'}],journal,12.0,2015-05-01,True,True,False
10.1038/bjc.2013.62,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-sa'}],article,,,,,
10.1200/jco.2014.57.2388,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2016-03-20,True,True,True
10.1097/txd.0000000000000588,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC-ND'}]",Journal,0.0,,True,False,True
10.1016/j.jcmg.2011.12.017,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2013-05-01,True,True,False
10.1093/annonc/mds129,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2013-11-01,True,True,False
10.1093/eurheartj/ehu182,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[],journal,12.0,2015-09-02,True,True,False
10.3324/haematol.2012.071456,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': ""Publisher's own license""}]",Journal,0.0,,True,False,True
10.1093/ajcn/nqy307,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[],Publisher,,,,,
10.1111/ipd.12097,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],journal,12.0,2016-01-01,True,True,False
10.1007/s00586-014-3303-1,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2015-08-01,True,True,False
10.1097/sla.0b013e318214ba21,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2012-06-01,True,True,False
10.1016/j.biopsych.2010.12.016,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2012-06-01,True,True,False
10.1097/jcp.0b013e31825e213e,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other-closed'}],Publisher,12.0,2013-08-01,True,True,False
10.1016/j.jad.2016.07.006,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1097/md.0000000000004152,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC'}]",Journal,0.0,,True,False,True
10.1159/000441731,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2017-01-01,True,True,False
10.1007/s00125-015-3760-z,response,True,"['Institutional Repository', 'Non-commercial Subject Repository', ' Preprint Server']",True,['acceptedVersion'],False,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2016-12-01,True,True,False
10.1182/blood-2009-07-234880,response,True,['Institutional Repository'],True,"['publishedVersion', 'acceptedVersion']",False,True,True,[],journal,12.0,2010-12-17,True,True,True
10.1186/s12879-014-0619-8,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC0'}]",Journal,0.0,,True,False,True
10.1053/j.ajkd.2015.07.031,no_embargo_info,True,['institutional repository'],True,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",True,True,True,[{'type': 'cc-by-nc-nd'}],article,,,,,
10.1200/jco.2017.76.8093,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2019-07-10,True,True,True
10.1001/jama.2014.15305,response,True,['PubMed Central'],False,['publishedVersion'],False,False,True,[],Publisher,6.0,2015-05-18,True,False,False
10.1016/j.brat.2012.04.006,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,24.0,2014-08-01,True,True,False
10.1056/nejmoa1211666,response,True,['Institutional Repository'],True,['publishedVersion'],False,False,True,[{'type': 'Other (non-commercial)'}],journal,6.0,2013-09-27,True,False,True
10.1161/jaha.117.006321,response,True,['institutional repository'],True,['publishedVersion'],False,False,True,"[{'type': 'CC BY'}, {'type': 'CC BY-NC'}, {'type': 'CC BY-NC-ND'}]",Journal,0.0,,True,False,True
10.1016/j.clcc.2020.03.003,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,12.0,2021-12-01,True,True,False
10.1016/s1470-2045(11)70008-0,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'cc-by-nc-nd'}],journal,6.0,2011-08-31,True,True,False
10.1200/jco.2011.38.7522,response,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['publishedVersion', 'acceptedVersion']",False,True,True,[{'type': 'other-closed'}],Publisher,12.0,2013-10-01,True,True,True
10.1002/bjs.10829,no_embargo_info,True,"['Institutional Repository', 'Non-commercial Subject Repository']",True,"['acceptedVersion', 'submittedVersion']",True,True,False,[],Publisher,,,,,
10.1159/000356323,response,True,['Institutional Repository'],True,"['acceptedVersion', 'submittedVersion']",True,True,False,[{'type': 'other (non-commercial)'}],Publisher,12.0,2015-01-01,True,True,False
